Year,Month,District,Accident,Deaths,Injured
2013,1,Gangbuk,76,0,111
2013,2,Gangbuk,70,0,98
2013,3,Gangbuk,85,0,113
2013,4,Gangbuk,85,0,116
2013,5,Gangbuk,97,1,135
2013,6,Gangbuk,103,2,126
2013,7,Gangbuk,99,1,138
2013,8,Gangbuk,113,1,155
2013,9,Gangbuk,100,1,127
2013,10,Gangbuk,100,0,139
2013,11,Gangbuk,82,0,127
2013,12,Gangbuk,97,4,140
2013,1,Dobong,75,1,93
2013,2,Dobong,63,0,98
2013,3,Dobong,75,0,109
2013,4,Dobong,74,0,101
2013,5,Dobong,79,0,112
2013,6,Dobong,92,2,123
2013,7,Dobong,82,0,123
2013,8,Dobong,77,0,100
2013,9,Dobong,72,1,85
2013,10,Dobong,93,2,128
2013,11,Dobong,72,0,86
2013,12,Dobong,80,2,101
2013,1,Nowon,105,1,161
2013,2,Nowon,100,1,160
2013,3,Nowon,114,1,160
2013,4,Nowon,121,1,173
2013,5,Nowon,136,1,206
2013,6,Nowon,139,1,223
2013,7,Nowon,118,0,181
2013,8,Nowon,117,1,142
2013,9,Nowon,134,1,177
2013,10,Nowon,151,1,186
2013,11,Nowon,142,3,195
2013,12,Nowon,145,1,211
2013,1,Eunpyeong,93,0,128
2013,2,Eunpyeong,89,1,123
2013,3,Eunpyeong,119,2,175
2013,4,Eunpyeong,133,0,175
2013,5,Eunpyeong,131,1,186
2013,6,Eunpyeong,117,0,158
2013,7,Eunpyeong,91,0,133
2013,8,Eunpyeong,105,0,133
2013,9,Eunpyeong,87,0,123
2013,10,Eunpyeong,104,3,130
2013,11,Eunpyeong,119,2,154
2013,12,Eunpyeong,82,1,98
2013,1,Seodaemun,96,1,145
2013,2,Seodaemun,76,0,106
2013,3,Seodaemun,86,2,135
2013,4,Seodaemun,82,2,114
2013,5,Seodaemun,91,0,154
2013,6,Seodaemun,93,1,145
2013,7,Seodaemun,88,1,132
2013,8,Seodaemun,86,0,120
2013,9,Seodaemun,96,3,135
2013,10,Seodaemun,82,1,107
2013,11,Seodaemun,106,1,146
2013,12,Seodaemun,99,2,139
2013,1,Mapo,117,4,192
2013,2,Mapo,110,4,159
2013,3,Mapo,153,3,218
2013,4,Mapo,158,1,311
2013,5,Mapo,175,2,248
2013,6,Mapo,140,0,193
2013,7,Mapo,136,2,216
2013,8,Mapo,159,0,283
2013,9,Mapo,156,1,216
2013,10,Mapo,158,3,278
2013,11,Mapo,155,1,228
2013,12,Mapo,130,2,190
2013,1,Yangcheon,95,0,137
2013,2,Yangcheon,79,0,112
2013,3,Yangcheon,109,1,159
2013,4,Yangcheon,114,1,177
2013,5,Yangcheon,126,2,157
2013,6,Yangcheon,121,0,166
2013,7,Yangcheon,123,2,188
2013,8,Yangcheon,112,0,175
2013,9,Yangcheon,123,4,153
2013,10,Yangcheon,117,2,171
2013,11,Yangcheon,128,1,191
2013,12,Yangcheon,93,1,119
2013,1,Gangseo,129,2,182
2013,2,Gangseo,104,3,161
2013,3,Gangseo,152,3,193
2013,4,Gangseo,153,3,232
2013,5,Gangseo,149,1,208
2013,6,Gangseo,157,4,237
2013,7,Gangseo,151,2,238
2013,8,Gangseo,155,2,246
2013,9,Gangseo,146,1,214
2013,10,Gangseo,168,2,233
2013,11,Gangseo,127,2,168
2013,12,Gangseo,124,1,205
2013,1,Guro,117,0,193
2013,2,Guro,83,0,121
2013,3,Guro,97,1,152
2013,4,Guro,127,4,215
2013,5,Guro,117,3,184
2013,6,Guro,130,1,202
2013,7,Guro,131,1,190
2013,8,Guro,97,3,142
2013,9,Guro,146,2,208
2013,10,Guro,139,1,228
2013,11,Guro,120,0,161
2013,12,Guro,111,3,169
2013,1,Geumcheon,93,0,145
2013,2,Geumcheon,52,1,74
2013,3,Geumcheon,75,3,127
2013,4,Geumcheon,84,0,115
2013,5,Geumcheon,86,2,113
2013,6,Geumcheon,91,0,143
2013,7,Geumcheon,73,2,137
2013,8,Geumcheon,79,1,108
2013,9,Geumcheon,83,0,127
2013,10,Geumcheon,85,0,125
2013,11,Geumcheon,71,0,90
2013,12,Geumcheon,67,1,115
2013,1,Yeongdeungpo,157,2,223
2013,2,Yeongdeungpo,144,2,225
2013,3,Yeongdeungpo,180,3,266
2013,4,Yeongdeungpo,193,1,260
2013,5,Yeongdeungpo,194,1,258
2013,6,Yeongdeungpo,191,4,260
2013,7,Yeongdeungpo,174,1,258
2013,8,Yeongdeungpo,177,2,258
2013,9,Yeongdeungpo,187,4,244
2013,10,Yeongdeungpo,182,3,271
2013,11,Yeongdeungpo,191,3,297
2013,12,Yeongdeungpo,187,3,308
2013,1,Dongjak,94,0,175
2013,2,Dongjak,82,0,132
2013,3,Dongjak,87,0,110
2013,4,Dongjak,108,1,158
2013,5,Dongjak,111,0,171
2013,6,Dongjak,130,0,186
2013,7,Dongjak,117,0,175
2013,8,Dongjak,111,0,163
2013,9,Dongjak,94,1,128
2013,10,Dongjak,88,2,142
2013,11,Dongjak,107,4,151
2013,12,Dongjak,104,3,157
2013,1,Gwanak,139,0,202
2013,2,Gwanak,108,0,154
2013,3,Gwanak,151,4,214
2013,4,Gwanak,156,2,260
2013,5,Gwanak,178,3,227
2013,6,Gwanak,181,1,259
2013,7,Gwanak,134,0,185
2013,8,Gwanak,152,1,191
2013,9,Gwanak,119,3,158
2013,10,Gwanak,149,2,223
2013,11,Gwanak,147,1,207
2013,12,Gwanak,139,3,202
2013,1,Seocho,186,0,326
2013,2,Seocho,134,1,212
2013,3,Seocho,173,1,259
2013,4,Seocho,179,2,282
2013,5,Seocho,198,2,332
2013,6,Seocho,170,2,268
2013,7,Seocho,177,2,268
2013,8,Seocho,176,0,270
2013,9,Seocho,178,3,266
2013,10,Seocho,169,1,326
2013,11,Seocho,161,4,262
2013,12,Seocho,154,1,233
2013,1,Gangnam,287,2,444
2013,2,Gangnam,267,1,437
2013,3,Gangnam,304,3,459
2013,4,Gangnam,309,5,474
2013,5,Gangnam,307,3,456
2013,6,Gangnam,287,1,406
2013,7,Gangnam,331,1,502
2013,8,Gangnam,294,5,414
2013,9,Gangnam,256,0,370
2013,10,Gangnam,316,4,439
2013,11,Gangnam,337,3,452
2013,12,Gangnam,315,3,473
2013,1,Songpa,211,3,306
2013,2,Songpa,136,0,236
2013,3,Songpa,204,2,306
2013,4,Songpa,200,1,291
2013,5,Songpa,243,3,372
2013,6,Songpa,231,3,321
2013,7,Songpa,207,5,305
2013,8,Songpa,186,2,268
2013,9,Songpa,189,0,253
2013,10,Songpa,266,1,339
2013,11,Songpa,227,0,308
2013,12,Songpa,173,1,251
2013,1,Gangdong,104,2,156
2013,2,Gangdong,101,1,172
2013,3,Gangdong,116,2,148
2013,4,Gangdong,103,0,129
2013,5,Gangdong,130,1,192
2013,6,Gangdong,142,2,198
2013,7,Gangdong,111,2,151
2013,8,Gangdong,107,1,161
2013,9,Gangdong,99,0,136
2013,10,Gangdong,129,0,188
2013,11,Gangdong,118,1,157
2013,12,Gangdong,96,0,154
2014,1,Jongno,78,0,105
2014,2,Jongno,70,1,94
2014,3,Jongno,102,1,135
2014,4,Jongno,108,1,145
2014,5,Jongno,128,1,165
2014,6,Jongno,126,1,188
2014,7,Jongno,112,1,143
2014,8,Jongno,119,2,150
2014,9,Jongno,103,0,134
2014,10,Jongno,112,2,156
2014,11,Jongno,135,0,185
2014,12,Jongno,121,1,190
2014,1,Jung,93,0,121
2014,2,Jung,74,2,100
2014,3,Jung,126,0,163
2014,4,Jung,95,0,123
2014,5,Jung,112,2,147
2014,6,Jung,107,0,146
2014,7,Jung,119,0,162
2014,8,Jung,115,0,167
2014,9,Jung,112,1,160
2014,10,Jung,124,1,171
2014,11,Jung,109,0,156
2014,12,Jung,119,1,169
2014,1,Yongsan,86,1,115
2014,2,Yongsan,91,1,123
2014,3,Yongsan,108,0,163
2014,4,Yongsan,90,0,148
2014,5,Yongsan,103,1,153
2014,6,Yongsan,132,1,210
2014,7,Yongsan,130,3,188
2014,8,Yongsan,113,1,158
2014,9,Yongsan,113,0,161
2014,10,Yongsan,145,0,202
2014,11,Yongsan,110,0,161
2014,12,Yongsan,129,0,189
2014,1,Seongdong,73,3,106
2014,2,Seongdong,61,1,97
2014,3,Seongdong,94,1,131
2014,4,Seongdong,90,1,133
2014,5,Seongdong,102,1,139
2014,6,Seongdong,98,0,148
2014,7,Seongdong,109,1,151
2014,8,Seongdong,108,0,152
2014,9,Seongdong,110,0,166
2014,10,Seongdong,102,1,146
2014,11,Seongdong,115,0,166
2014,12,Seongdong,127,2,177
2014,1,Gwangjin,114,1,159
2014,2,Gwangjin,85,1,113
2014,3,Gwangjin,122,1,155
2014,4,Gwangjin,118,0,176
2014,5,Gwangjin,131,1,175
2014,6,Gwangjin,130,1,194
2014,7,Gwangjin,141,0,207
2014,8,Gwangjin,139,1,202
2014,9,Gwangjin,142,2,222
2014,10,Gwangjin,127,2,161
2014,11,Gwangjin,110,2,153
2014,12,Gwangjin,121,0,164
2014,1,Dongdaemun,138,2,203
2014,2,Dongdaemun,126,0,149
2014,3,Dongdaemun,145,1,189
2014,4,Dongdaemun,150,5,191
2014,5,Dongdaemun,154,2,206
2014,6,Dongdaemun,164,5,191
2014,7,Dongdaemun,163,2,204
2014,8,Dongdaemun,160,1,222
2014,9,Dongdaemun,147,2,197
2014,10,Dongdaemun,166,1,206
2014,11,Dongdaemun,170,3,215
2014,12,Dongdaemun,165,3,234
2014,1,Jungnang,118,1,173
2014,2,Jungnang,86,1,112
2014,3,Jungnang,122,0,152
2014,4,Jungnang,127,1,168
2014,5,Jungnang,144,1,176
2014,6,Jungnang,142,1,192
2014,7,Jungnang,145,0,185
2014,8,Jungnang,122,1,170
2014,9,Jungnang,164,0,221
2014,10,Jungnang,152,3,209
2014,11,Jungnang,149,0,214
2014,12,Jungnang,151,2,208
2014,1,Seongbuk,101,1,138
2014,2,Seongbuk,127,2,169
2014,3,Seongbuk,132,0,175
2014,4,Seongbuk,128,2,161
2014,5,Seongbuk,177,2,232
2014,6,Seongbuk,128,3,161
2014,7,Seongbuk,144,0,196
2014,8,Seongbuk,136,0,169
2014,9,Seongbuk,149,2,186
2014,10,Seongbuk,159,2,228
2014,11,Seongbuk,139,2,184
2014,12,Seongbuk,144,1,228
2014,1,Gangbuk,75,0,117
2014,2,Gangbuk,71,1,97
2014,3,Gangbuk,111,1,152
2014,4,Gangbuk,111,0,159
2014,5,Gangbuk,103,0,137
2014,6,Gangbuk,113,2,159
2014,7,Gangbuk,126,2,144
2014,8,Gangbuk,123,1,171
2014,9,Gangbuk,96,2,142
2014,10,Gangbuk,129,0,164
2014,11,Gangbuk,132,1,163
2014,12,Gangbuk,123,2,168
2014,1,Dobong,60,1,83
2014,2,Dobong,45,3,55
2014,3,Dobong,78,0,107
2014,4,Dobong,64,1,79
2014,5,Dobong,88,1,129
2014,6,Dobong,86,0,106
2014,7,Dobong,106,2,137
2014,8,Dobong,86,2,117
2014,9,Dobong,82,2,120
2014,10,Dobong,77,0,98
2014,11,Dobong,68,1,78
2014,12,Dobong,79,1,96
2014,1,Nowon,104,1,151
2014,2,Nowon,93,1,124
2014,3,Nowon,129,2,170
2014,4,Nowon,144,3,202
2014,5,Nowon,129,1,170
2014,6,Nowon,132,2,173
2014,7,Nowon,128,1,160
2014,8,Nowon,131,2,185
2014,9,Nowon,124,0,158
2014,10,Nowon,137,1,188
2014,11,Nowon,135,0,185
2014,12,Nowon,130,3,172
2014,1,Eunpyeong,63,0,94
2014,2,Eunpyeong,90,0,118
2014,3,Eunpyeong,96,1,134
2014,4,Eunpyeong,100,1,138
2014,5,Eunpyeong,123,3,194
2014,6,Eunpyeong,119,2,185
2014,7,Eunpyeong,133,0,168
2014,8,Eunpyeong,115,1,155
2014,9,Eunpyeong,111,0,148
2014,10,Eunpyeong,131,0,210
2014,11,Eunpyeong,134,1,193
2014,12,Eunpyeong,110,2,152
2014,1,Seodaemun,90,0,127
2014,2,Seodaemun,76,2,107
2014,3,Seodaemun,105,0,164
2014,4,Seodaemun,96,2,140
2014,5,Seodaemun,92,2,132
2014,6,Seodaemun,103,0,130
2014,7,Seodaemun,81,1,112
2014,8,Seodaemun,74,0,99
2014,9,Seodaemun,88,2,120
2014,10,Seodaemun,102,2,170
2014,11,Seodaemun,108,3,128
2014,12,Seodaemun,107,2,161
2014,1,Mapo,115,2,179
2014,2,Mapo,105,2,156
2014,3,Mapo,136,1,193
2014,4,Mapo,134,3,197
2014,5,Mapo,154,2,228
2014,6,Mapo,174,0,260
2014,7,Mapo,168,2,253
2014,8,Mapo,141,1,224
2014,9,Mapo,146,3,234
2014,10,Mapo,166,1,241
2014,11,Mapo,148,1,209
2014,12,Mapo,172,2,259
2014,1,Yangcheon,102,1,127
2014,2,Yangcheon,84,0,132
2014,3,Yangcheon,122,0,173
2014,4,Yangcheon,136,1,165
2014,5,Yangcheon,126,0,177
2014,6,Yangcheon,134,1,188
2014,7,Yangcheon,137,0,208
2014,8,Yangcheon,130,0,188
2014,9,Yangcheon,149,2,180
2014,10,Yangcheon,123,3,176
2014,11,Yangcheon,118,2,153
2014,12,Yangcheon,105,3,133
2014,1,Gangseo,104,0,155
2014,2,Gangseo,120,0,168
2014,3,Gangseo,173,5,237
2014,4,Gangseo,120,3,168
2014,5,Gangseo,170,6,275
2014,6,Gangseo,161,2,247
2014,7,Gangseo,162,1,230
2014,8,Gangseo,160,3,219
2014,9,Gangseo,145,3,218
2014,10,Gangseo,161,3,234
2014,11,Gangseo,175,2,259
2014,12,Gangseo,155,4,204
2014,1,Guro,114,4,172
2014,2,Guro,100,2,143
2014,3,Guro,112,0,168
2014,4,Guro,127,2,164
2014,5,Guro,153,2,214
2014,6,Guro,139,1,193
2014,7,Guro,141,2,197
2014,8,Guro,142,2,200
2014,9,Guro,136,2,194
2014,10,Guro,153,1,201
2014,11,Guro,122,1,165
2014,12,Guro,127,0,194
2014,1,Geumcheon,60,1,90
2014,2,Geumcheon,55,0,76
2014,3,Geumcheon,76,1,104
2014,4,Geumcheon,100,2,150
2014,5,Geumcheon,103,1,145
2014,6,Geumcheon,78,0,119
2014,7,Geumcheon,115,4,167
2014,8,Geumcheon,75,0,117
2014,9,Geumcheon,93,0,120
2014,10,Geumcheon,107,4,191
2014,11,Geumcheon,87,0,138
2014,12,Geumcheon,80,0,118
2014,1,Yeongdeungpo,154,3,225
2014,2,Yeongdeungpo,130,3,187
2014,3,Yeongdeungpo,194,4,309
2014,4,Yeongdeungpo,185,2,240
2014,5,Yeongdeungpo,220,1,305
2014,6,Yeongdeungpo,168,2,236
2014,7,Yeongdeungpo,191,1,293
2014,8,Yeongdeungpo,199,2,295
2014,9,Yeongdeungpo,192,1,269
2014,10,Yeongdeungpo,200,3,263
2014,11,Yeongdeungpo,196,3,269
2014,12,Yeongdeungpo,164,1,237
2014,1,Dongjak,82,0,114
2014,2,Dongjak,84,1,108
2014,3,Dongjak,129,1,162
2014,4,Dongjak,132,1,176
2014,5,Dongjak,150,0,211
2014,6,Dongjak,126,1,197
2014,7,Dongjak,112,2,147
2014,8,Dongjak,93,1,136
2014,9,Dongjak,120,2,149
2014,10,Dongjak,113,2,156
2014,11,Dongjak,129,0,178
2014,12,Dongjak,129,2,167
2014,1,Gwanak,115,2,178
2014,2,Gwanak,128,1,188
2014,3,Gwanak,129,2,176
2014,4,Gwanak,152,3,196
2014,5,Gwanak,126,3,163
2014,6,Gwanak,144,0,208
2014,7,Gwanak,145,2,176
2014,8,Gwanak,186,2,240
2014,9,Gwanak,138,2,167
2014,10,Gwanak,147,2,204
2014,11,Gwanak,157,1,217
2014,12,Gwanak,149,2,204
2014,1,Seocho,133,1,198
2014,2,Seocho,147,0,233
2014,3,Seocho,176,0,262
2014,4,Seocho,196,2,303
2014,5,Seocho,191,3,288
2014,6,Seocho,193,0,339
2014,7,Seocho,204,2,314
2014,8,Seocho,207,0,297
2014,9,Seocho,181,1,273
2014,10,Seocho,203,3,367
2014,11,Seocho,200,1,299
2014,12,Seocho,186,0,273
2014,1,Gangnam,270,0,360
2014,2,Gangnam,264,0,393
2014,3,Gangnam,300,4,404
2014,4,Gangnam,292,1,405
2014,5,Gangnam,298,2,426
2014,6,Gangnam,323,3,487
2014,7,Gangnam,326,1,464
2014,8,Gangnam,278,1,429
2014,9,Gangnam,297,2,424
2014,10,Gangnam,309,2,465
2014,11,Gangnam,334,1,498
2014,12,Gangnam,333,0,514
2014,1,Songpa,155,3,227
2014,2,Songpa,153,1,223
2014,3,Songpa,195,5,272
2014,4,Songpa,213,1,289
2014,5,Songpa,235,4,327
2014,6,Songpa,227,4,308
2014,7,Songpa,264,1,356
2014,8,Songpa,256,2,357
2014,9,Songpa,229,1,307
2014,10,Songpa,230,0,301
2014,11,Songpa,223,2,315
2014,12,Songpa,228,0,353
2014,1,Gangdong,90,2,163
2014,2,Gangdong,101,1,159
2014,3,Gangdong,123,1,174
2014,4,Gangdong,108,1,167
2014,5,Gangdong,116,0,152
2014,6,Gangdong,129,1,159
2014,7,Gangdong,150,1,196
2014,8,Gangdong,136,1,177
2014,9,Gangdong,115,3,157
2014,10,Gangdong,123,1,152
2014,11,Gangdong,153,1,210
2014,12,Gangdong,98,1,148
2015,1,Jongno,88,0,119
2015,2,Jongno,82,1,114
2015,3,Jongno,121,0,181
2015,4,Jongno,136,0,188
2015,5,Jongno,137,0,192
2015,6,Jongno,100,0,149
2015,7,Jongno,111,2,154
2015,8,Jongno,113,1,148
2015,9,Jongno,141,1,173
2015,10,Jongno,137,0,179
2015,11,Jongno,127,1,169
2015,12,Jongno,121,2,167
2015,1,Jung,86,1,127
2015,2,Jung,78,0,105
2015,3,Jung,113,0,153
2015,4,Jung,125,0,183
2015,5,Jung,128,0,170
2015,6,Jung,99,0,144
2015,7,Jung,106,0,141
2015,8,Jung,116,1,144
2015,9,Jung,107,1,151
2015,10,Jung,130,2,162
2015,11,Jung,139,0,180
2015,12,Jung,111,3,143
2015,1,Yongsan,118,2,176
2015,2,Yongsan,102,1,145
2015,3,Yongsan,135,2,179
2015,4,Yongsan,111,1,144
2015,5,Yongsan,137,1,187
2015,6,Yongsan,121,1,169
2015,7,Yongsan,127,2,162
2015,8,Yongsan,117,1,162
2015,9,Yongsan,157,3,212
2015,10,Yongsan,137,2,195
2015,11,Yongsan,141,0,217
2015,12,Yongsan,113,2,162
2015,1,Seongdong,87,1,114
2015,2,Seongdong,80,1,108
2015,3,Seongdong,94,1,142
2015,4,Seongdong,104,0,146
2015,5,Seongdong,110,0,136
2015,6,Seongdong,86,0,107
2015,7,Seongdong,113,1,156
2015,8,Seongdong,113,3,156
2015,9,Seongdong,136,0,205
2015,10,Seongdong,105,0,159
2015,11,Seongdong,106,0,148
2015,12,Seongdong,93,1,148
2015,1,Gwangjin,79,1,128
2015,2,Gwangjin,69,1,110
2015,3,Gwangjin,83,0,119
2015,4,Gwangjin,109,1,159
2015,5,Gwangjin,111,3,155
2015,6,Gwangjin,99,1,140
2015,7,Gwangjin,116,3,164
2015,8,Gwangjin,111,1,141
2015,9,Gwangjin,139,2,188
2015,10,Gwangjin,129,0,186
2015,11,Gwangjin,106,4,139
2015,12,Gwangjin,84,0,115
2015,1,Dongdaemun,137,3,172
2015,2,Dongdaemun,123,2,177
2015,3,Dongdaemun,187,1,249
2015,4,Dongdaemun,174,2,235
2015,5,Dongdaemun,190,0,247
2015,6,Dongdaemun,156,1,199
2015,7,Dongdaemun,185,1,254
2015,8,Dongdaemun,163,0,203
2015,9,Dongdaemun,175,0,237
2015,10,Dongdaemun,181,1,242
2015,11,Dongdaemun,202,3,251
2015,12,Dongdaemun,212,2,265
2015,1,Jungnang,124,0,189
2015,2,Jungnang,103,0,160
2015,3,Jungnang,143,1,179
2015,4,Jungnang,143,0,188
2015,5,Jungnang,160,3,217
2015,6,Jungnang,160,2,213
2015,7,Jungnang,128,1,158
2015,8,Jungnang,136,1,175
2015,9,Jungnang,150,3,191
2015,10,Jungnang,148,2,176
2015,11,Jungnang,164,2,216
2015,12,Jungnang,163,1,207
2015,1,Seongbuk,100,4,144
2015,2,Seongbuk,106,1,141
2015,3,Seongbuk,154,0,199
2015,4,Seongbuk,120,0,167
2015,5,Seongbuk,160,5,231
2015,6,Seongbuk,131,1,184
2015,7,Seongbuk,143,2,186
2015,8,Seongbuk,139,0,181
2015,9,Seongbuk,166,2,230
2015,10,Seongbuk,163,0,218
2015,11,Seongbuk,162,1,217
2015,12,Seongbuk,136,3,188
2015,1,Gangbuk,80,1,106
2015,2,Gangbuk,70,3,117
2015,3,Gangbuk,101,4,130
2015,4,Gangbuk,105,1,143
2015,5,Gangbuk,102,0,137
2015,6,Gangbuk,132,1,169
2015,7,Gangbuk,103,1,144
2015,8,Gangbuk,104,0,140
2015,9,Gangbuk,120,2,144
2015,10,Gangbuk,113,2,154
2015,11,Gangbuk,119,0,148
2015,12,Gangbuk,116,1,152
2015,1,Dobong,63,0,101
2015,2,Dobong,62,1,84
2015,3,Dobong,61,0,92
2015,4,Dobong,89,1,130
2015,5,Dobong,69,1,90
2015,6,Dobong,81,3,100
2015,7,Dobong,78,0,105
2015,8,Dobong,74,0,97
2015,9,Dobong,69,1,90
2015,10,Dobong,96,0,128
2015,11,Dobong,80,0,115
2015,12,Dobong,92,1,123
2015,1,Nowon,116,0,165
2015,2,Nowon,107,2,169
2015,3,Nowon,122,1,167
2015,4,Nowon,122,1,161
2015,5,Nowon,147,3,218
2015,6,Nowon,100,0,156
2015,7,Nowon,117,0,168
2015,8,Nowon,127,0,202
2015,9,Nowon,144,2,196
2015,10,Nowon,105,3,147
2015,11,Nowon,141,3,186
2015,12,Nowon,111,0,163
2015,1,Eunpyeong,79,1,130
2015,2,Eunpyeong,86,2,118
2015,3,Eunpyeong,98,0,123
2015,4,Eunpyeong,100,2,148
2015,5,Eunpyeong,103,0,150
2015,6,Eunpyeong,108,3,139
2015,7,Eunpyeong,104,2,148
2015,8,Eunpyeong,119,1,162
2015,9,Eunpyeong,121,0,173
2015,10,Eunpyeong,109,2,145
2015,11,Eunpyeong,80,2,106
2015,12,Eunpyeong,96,1,131
2015,1,Seodaemun,77,3,115
2015,2,Seodaemun,67,1,116
2015,3,Seodaemun,95,0,135
2015,4,Seodaemun,94,2,145
2015,5,Seodaemun,81,1,100
2015,6,Seodaemun,79,0,105
2015,7,Seodaemun,97,1,120
2015,8,Seodaemun,88,0,115
2015,9,Seodaemun,101,2,135
2015,10,Seodaemun,102,1,139
2015,11,Seodaemun,97,0,145
2015,12,Seodaemun,93,2,122
2015,1,Mapo,124,0,198
2015,2,Mapo,116,0,184
2015,3,Mapo,152,5,214
2015,4,Mapo,150,1,215
2015,5,Mapo,148,2,220
2015,6,Mapo,172,0,283
2015,7,Mapo,132,2,189
2015,8,Mapo,152,0,228
2015,9,Mapo,172,1,246
2015,10,Mapo,166,2,257
2015,11,Mapo,167,2,271
2015,12,Mapo,151,2,225
2015,1,Yangcheon,122,0,177
2015,2,Yangcheon,97,0,134
2015,3,Yangcheon,119,0,176
2015,4,Yangcheon,132,2,206
2015,5,Yangcheon,131,1,172
2015,6,Yangcheon,142,4,172
2015,7,Yangcheon,138,1,185
2015,8,Yangcheon,126,0,166
2015,9,Yangcheon,144,0,221
2015,10,Yangcheon,153,2,219
2015,11,Yangcheon,168,4,245
2015,12,Yangcheon,124,0,158
2015,1,Gangseo,128,0,203
2015,2,Gangseo,125,0,161
2015,3,Gangseo,130,1,217
2015,4,Gangseo,178,1,240
2015,5,Gangseo,160,1,216
2015,6,Gangseo,146,0,192
2015,7,Gangseo,178,0,239
2015,8,Gangseo,173,2,235
2015,9,Gangseo,174,5,297
2015,10,Gangseo,167,1,238
2015,11,Gangseo,201,1,278
2015,12,Gangseo,172,0,246
2015,1,Guro,114,5,148
2015,2,Guro,109,2,141
2015,3,Guro,107,0,135
2015,4,Guro,124,2,185
2015,5,Guro,139,3,200
2015,6,Guro,121,0,175
