Year,Month,District,Accident,Deaths,Injured
2015,7,Guro,160,0,224
2015,8,Guro,139,0,205
2015,9,Guro,112,0,157
2015,10,Guro,140,2,231
2015,11,Guro,135,4,189
2015,12,Guro,108,1,137
2015,1,Geumcheon,76,3,127
2015,2,Geumcheon,61,0,95
2015,3,Geumcheon,81,0,107
2015,4,Geumcheon,78,0,119
2015,5,Geumcheon,81,1,116
2015,6,Geumcheon,73,1,93
2015,7,Geumcheon,83,0,137
2015,8,Geumcheon,73,1,104
2015,9,Geumcheon,91,2,143
2015,10,Geumcheon,82,0,142
2015,11,Geumcheon,48,1,68
2015,12,Geumcheon,87,1,123
2015,1,Yeongdeungpo,147,5,253
2015,2,Yeongdeungpo,155,4,221
2015,3,Yeongdeungpo,186,2,254
2015,4,Yeongdeungpo,197,1,285
2015,5,Yeongdeungpo,219,0,317
2015,6,Yeongdeungpo,213,2,325
2015,7,Yeongdeungpo,241,1,340
2015,8,Yeongdeungpo,246,1,352
2015,9,Yeongdeungpo,216,2,296
2015,10,Yeongdeungpo,215,1,297
2015,11,Yeongdeungpo,211,4,317
2015,12,Yeongdeungpo,216,5,307
2015,1,Dongjak,101,0,167
2015,2,Dongjak,88,0,138
2015,3,Dongjak,96,2,129
2015,4,Dongjak,119,0,150
2015,5,Dongjak,137,1,187
2015,6,Dongjak,110,2,158
2015,7,Dongjak,120,0,159
2015,8,Dongjak,119,1,187
2015,9,Dongjak,116,1,165
2015,10,Dongjak,124,0,161
2015,11,Dongjak,134,0,205
2015,12,Dongjak,122,0,188
2015,1,Gwanak,139,2,180
2015,2,Gwanak,96,1,128
2015,3,Gwanak,128,0,168
2015,4,Gwanak,140,0,187
2015,5,Gwanak,157,1,198
2015,6,Gwanak,123,1,153
2015,7,Gwanak,142,0,186
2015,8,Gwanak,136,1,175
2015,9,Gwanak,125,0,174
2015,10,Gwanak,157,4,209
2015,11,Gwanak,144,1,193
2015,12,Gwanak,138,1,184
2015,1,Seocho,138,2,218
2015,2,Seocho,134,0,188
2015,3,Seocho,189,0,297
2015,4,Seocho,182,4,281
2015,5,Seocho,192,0,279
2015,6,Seocho,202,1,318
2015,7,Seocho,183,2,335
2015,8,Seocho,185,1,290
2015,9,Seocho,174,1,280
2015,10,Seocho,197,3,314
2015,11,Seocho,208,3,309
2015,12,Seocho,176,3,249
2015,1,Gangnam,309,1,453
2015,2,Gangnam,287,2,424
2015,3,Gangnam,345,5,552
2015,4,Gangnam,322,1,473
2015,5,Gangnam,303,1,438
2015,6,Gangnam,296,0,433
2015,7,Gangnam,377,0,535
2015,8,Gangnam,320,2,435
2015,9,Gangnam,306,2,411
2015,10,Gangnam,371,3,499
2015,11,Gangnam,360,1,513
2015,12,Gangnam,374,2,520
2015,1,Songpa,217,1,301
2015,2,Songpa,182,1,254
2015,3,Songpa,212,2,313
2015,4,Songpa,227,1,307
2015,5,Songpa,245,1,318
2015,6,Songpa,231,2,336
2015,7,Songpa,230,1,315
2015,8,Songpa,242,3,348
2015,9,Songpa,216,1,293
2015,10,Songpa,253,1,365
2015,11,Songpa,229,1,324
2015,12,Songpa,203,1,289
2015,1,Gangdong,118,2,167
2015,2,Gangdong,97,0,152
2015,3,Gangdong,132,2,193
2015,4,Gangdong,125,3,171
2015,5,Gangdong,122,2,194
2015,6,Gangdong,109,1,130
2015,7,Gangdong,135,3,176
2015,8,Gangdong,136,2,206
2015,9,Gangdong,139,1,195
2015,10,Gangdong,140,2,220
2015,11,Gangdong,125,3,166
2015,12,Gangdong,116,2,159
2016,1,Jongno,105,0,143
2016,2,Jongno,75,1,103
2016,3,Jongno,113,0,145
2016,4,Jongno,119,0,149
2016,5,Jongno,151,0,189
2016,6,Jongno,95,1,135
2016,7,Jongno,122,1,175
2016,8,Jongno,96,0,135
2016,9,Jongno,102,2,138
2016,10,Jongno,106,1,146
2016,11,Jongno,98,0,133
2016,12,Jongno,117,3,157
2016,1,Jung,94,1,138
2016,2,Jung,84,0,111
2016,3,Jung,107,2,128
2016,4,Jung,129,1,169
2016,5,Jung,113,0,151
2016,6,Jung,102,0,144
2016,7,Jung,110,0,148
2016,8,Jung,106,1,146
2016,9,Jung,100,5,133
2016,10,Jung,136,4,172
2016,11,Jung,101,1,135
2016,12,Jung,106,2,141
2016,1,Yongsan,101,0,134
2016,2,Yongsan,81,0,119
2016,3,Yongsan,111,2,157
2016,4,Yongsan,142,2,176
2016,5,Yongsan,134,0,195
2016,6,Yongsan,107,0,146
2016,7,Yongsan,107,1,142
2016,8,Yongsan,121,1,192
2016,9,Yongsan,119,1,165
2016,10,Yongsan,135,2,208
2016,11,Yongsan,132,3,205
2016,12,Yongsan,138,0,230
2016,1,Seongdong,83,0,124
2016,2,Seongdong,62,0,101
2016,3,Seongdong,109,3,146
2016,4,Seongdong,90,3,138
2016,5,Seongdong,111,1,135
2016,6,Seongdong,89,3,130
2016,7,Seongdong,89,0,127
2016,8,Seongdong,99,2,145
2016,9,Seongdong,75,1,106
2016,10,Seongdong,98,1,135
2016,11,Seongdong,100,1,127
2016,12,Seongdong,94,0,127
2016,1,Gwangjin,101,0,165
2016,2,Gwangjin,75,2,111
2016,3,Gwangjin,94,0,127
2016,4,Gwangjin,85,0,119
2016,5,Gwangjin,102,1,142
2016,6,Gwangjin,85,1,110
2016,7,Gwangjin,87,0,131
2016,8,Gwangjin,90,0,126
2016,9,Gwangjin,82,1,113
2016,10,Gwangjin,82,2,105
2016,11,Gwangjin,78,0,98
2016,12,Gwangjin,84,2,119
2016,1,Dongdaemun,135,2,184
2016,2,Dongdaemun,151,1,202
2016,3,Dongdaemun,192,4,261
2016,4,Dongdaemun,155,0,196
2016,5,Dongdaemun,204,1,265
2016,6,Dongdaemun,192,0,233
2016,7,Dongdaemun,189,0,246
2016,8,Dongdaemun,137,0,169
2016,9,Dongdaemun,168,3,206
2016,10,Dongdaemun,204,0,272
2016,11,Dongdaemun,180,3,222
2016,12,Dongdaemun,144,0,173
2016,1,Jungnang,126,0,164
2016,2,Jungnang,101,0,139
2016,3,Jungnang,131,0,175
2016,4,Jungnang,118,2,141
2016,5,Jungnang,122,0,153
2016,6,Jungnang,142,0,184
2016,7,Jungnang,125,2,177
2016,8,Jungnang,120,1,162
2016,9,Jungnang,141,1,187
2016,10,Jungnang,153,2,205
2016,11,Jungnang,135,1,175
2016,12,Jungnang,121,0,168
2016,1,Seongbuk,129,0,162
2016,2,Seongbuk,108,2,135
2016,3,Seongbuk,148,0,197
2016,4,Seongbuk,147,2,195
2016,5,Seongbuk,150,4,187
2016,6,Seongbuk,124,0,167
2016,7,Seongbuk,127,3,168
2016,8,Seongbuk,138,1,175
2016,9,Seongbuk,139,0,186
2016,10,Seongbuk,133,1,167
2016,11,Seongbuk,142,0,184
2016,12,Seongbuk,133,0,183
2016,1,Gangbuk,98,1,129
2016,2,Gangbuk,68,0,85
2016,3,Gangbuk,112,1,152
2016,4,Gangbuk,120,2,163
2016,5,Gangbuk,115,2,170
2016,6,Gangbuk,116,1,161
2016,7,Gangbuk,93,1,131
2016,8,Gangbuk,94,1,126
2016,9,Gangbuk,105,3,152
2016,10,Gangbuk,100,0,131
2016,11,Gangbuk,105,2,150
2016,12,Gangbuk,101,1,128
2016,1,Dobong,67,1,94
2016,2,Dobong,77,3,101
2016,3,Dobong,76,1,93
2016,4,Dobong,98,0,152
2016,5,Dobong,72,1,104
2016,6,Dobong,82,0,110
2016,7,Dobong,76,0,98
2016,8,Dobong,83,1,110
2016,9,Dobong,71,0,87
2016,10,Dobong,87,2,128
2016,11,Dobong,77,1,99
2016,12,Dobong,83,1,130
2016,1,Nowon,99,1,145
2016,2,Nowon,104,2,159
2016,3,Nowon,109,1,156
2016,4,Nowon,119,1,188
2016,5,Nowon,125,2,177
2016,6,Nowon,132,0,183
2016,7,Nowon,146,1,215
2016,8,Nowon,124,1,176
2016,9,Nowon,136,1,183
2016,10,Nowon,152,1,212
2016,11,Nowon,144,1,205
2016,12,Nowon,145,1,217
2016,1,Eunpyeong,76,1,102
2016,2,Eunpyeong,83,2,118
2016,3,Eunpyeong,88,0,126
2016,4,Eunpyeong,94,2,118
2016,5,Eunpyeong,108,3,141
2016,6,Eunpyeong,108,0,131
2016,7,Eunpyeong,103,2,138
2016,8,Eunpyeong,98,0,150
2016,9,Eunpyeong,95,1,133
2016,10,Eunpyeong,94,1,126
2016,11,Eunpyeong,74,1,106
2016,12,Eunpyeong,100,1,129
2016,1,Seodaemun,87,2,122
2016,2,Seodaemun,92,0,126
2016,3,Seodaemun,98,0,142
2016,4,Seodaemun,82,1,111
2016,5,Seodaemun,90,2,109
2016,6,Seodaemun,82,1,99
2016,7,Seodaemun,73,1,96
2016,8,Seodaemun,106,0,164
2016,9,Seodaemun,94,1,139
2016,10,Seodaemun,127,3,179
2016,11,Seodaemun,97,1,138
2016,12,Seodaemun,107,2,141
2016,1,Mapo,136,3,213
2016,2,Mapo,116,4,163
2016,3,Mapo,143,0,212
2016,4,Mapo,136,0,208
2016,5,Mapo,145,1,203
2016,6,Mapo,139,2,219
2016,7,Mapo,148,1,206
2016,8,Mapo,158,1,236
2016,9,Mapo,153,1,219
2016,10,Mapo,178,0,283
2016,11,Mapo,144,1,192
2016,12,Mapo,172,1,251
2016,1,Yangcheon,119,1,165
2016,2,Yangcheon,89,2,124
2016,3,Yangcheon,124,2,159
2016,4,Yangcheon,117,2,161
2016,5,Yangcheon,141,0,192
2016,6,Yangcheon,118,1,166
2016,7,Yangcheon,118,1,163
2016,8,Yangcheon,122,1,178
2016,9,Yangcheon,128,0,183
2016,10,Yangcheon,150,0,213
2016,11,Yangcheon,136,2,166
2016,12,Yangcheon,131,0,186
2016,1,Gangseo,141,3,194
2016,2,Gangseo,138,1,189
2016,3,Gangseo,139,2,169
2016,4,Gangseo,159,0,196
2016,5,Gangseo,153,0,201
2016,6,Gangseo,140,1,177
2016,7,Gangseo,145,1,181
2016,8,Gangseo,146,2,205
2016,9,Gangseo,137,0,187
2016,10,Gangseo,138,2,182
2016,11,Gangseo,131,1,166
2016,12,Gangseo,124,0,183
2016,1,Guro,95,2,141
2016,2,Guro,95,1,135
2016,3,Guro,121,0,170
2016,4,Guro,141,0,197
2016,5,Guro,135,0,188
2016,6,Guro,114,2,167
2016,7,Guro,134,0,188
2016,8,Guro,128,0,174
2016,9,Guro,152,1,208
2016,10,Guro,161,1,239
2016,11,Guro,113,1,154
2016,12,Guro,122,1,178
2016,1,Geumcheon,74,1,120
2016,2,Geumcheon,54,2,71
2016,3,Geumcheon,59,0,82
2016,4,Geumcheon,84,2,134
2016,5,Geumcheon,78,0,108
2016,6,Geumcheon,62,0,86
2016,7,Geumcheon,65,1,101
2016,8,Geumcheon,51,1,58
2016,9,Geumcheon,58,4,79
2016,10,Geumcheon,69,3,94
2016,11,Geumcheon,63,0,83
2016,12,Geumcheon,82,1,117
2016,1,Yeongdeungpo,181,4,267
2016,2,Yeongdeungpo,154,0,215
2016,3,Yeongdeungpo,194,1,278
2016,4,Yeongdeungpo,208,2,315
2016,5,Yeongdeungpo,231,2,330
2016,6,Yeongdeungpo,189,1,272
2016,7,Yeongdeungpo,204,3,274
2016,8,Yeongdeungpo,190,2,269
2016,9,Yeongdeungpo,204,0,306
2016,10,Yeongdeungpo,217,4,300
2016,11,Yeongdeungpo,202,3,272
2016,12,Yeongdeungpo,229,0,375
2016,1,Dongjak,127,1,164
2016,2,Dongjak,104,2,156
2016,3,Dongjak,116,1,168
2016,4,Dongjak,140,4,176
2016,5,Dongjak,121,3,149
2016,6,Dongjak,111,1,146
2016,7,Dongjak,126,1,191
2016,8,Dongjak,118,0,158
2016,9,Dongjak,125,1,175
2016,10,Dongjak,124,1,153
2016,11,Dongjak,111,1,171
2016,12,Dongjak,148,3,221
2016,1,Gwanak,115,2,150
2016,2,Gwanak,95,3,133
2016,3,Gwanak,121,1,159
2016,4,Gwanak,132,2,199
2016,5,Gwanak,145,2,192
2016,6,Gwanak,110,1,142
2016,7,Gwanak,141,0,184
2016,8,Gwanak,90,1,131
2016,9,Gwanak,118,0,161
2016,10,Gwanak,130,1,184
2016,11,Gwanak,97,3,110
2016,12,Gwanak,114,3,150
2016,1,Seocho,173,2,238
2016,2,Seocho,164,0,244
2016,3,Seocho,187,2,277
2016,4,Seocho,191,1,330
2016,5,Seocho,199,1,272
2016,6,Seocho,189,0,310
2016,7,Seocho,226,3,316
2016,8,Seocho,180,1,307
2016,9,Seocho,176,1,234
2016,10,Seocho,206,3,318
2016,11,Seocho,220,2,329
2016,12,Seocho,202,0,298
2016,1,Gangnam,282,0,420
2016,2,Gangnam,245,0,356
2016,3,Gangnam,325,3,423
2016,4,Gangnam,333,0,454
2016,5,Gangnam,330,1,447
2016,6,Gangnam,341,3,489
2016,7,Gangnam,354,1,501
2016,8,Gangnam,323,0,449
2016,9,Gangnam,311,0,442
2016,10,Gangnam,336,3,504
2016,11,Gangnam,318,0,457
2016,12,Gangnam,330,1,503
2016,1,Songpa,213,0,298
2016,2,Songpa,171,4,218
2016,3,Songpa,220,0,314
2016,4,Songpa,224,1,324
2016,5,Songpa,205,0,293
2016,6,Songpa,232,2,307
2016,7,Songpa,225,1,324
2016,8,Songpa,227,0,319
2016,9,Songpa,231,1,318
2016,10,Songpa,226,0,309
2016,11,Songpa,214,2,295
2016,12,Songpa,210,3,327
2016,1,Gangdong,103,1,147
2016,2,Gangdong,124,2,162
2016,3,Gangdong,118,2,177
2016,4,Gangdong,135,0,193
2016,5,Gangdong,124,2,161
2016,6,Gangdong,114,0,150
2016,7,Gangdong,134,4,175
2016,8,Gangdong,123,0,159
2016,9,Gangdong,108,2,156
2016,10,Gangdong,110,1,149
2016,11,Gangdong,119,1,166
2016,12,Gangdong,114,2,162
2017,1,Jongno,98,2,159
2017,2,Jongno,71,2,96
2017,3,Jongno,99,1,140
2017,4,Jongno,113,1,166
2017,5,Jongno,116,0,146
2017,6,Jongno,114,0,152
2017,7,Jongno,87,2,141
2017,8,Jongno,81,0,119
2017,9,Jongno,112,1,155
2017,10,Jongno,94,0,145
2017,11,Jongno,97,2,115
2017,12,Jongno,108,2,155
2017,1,Jung,96,0,133
2017,2,Jung,103,0,147
2017,3,Jung,110,1,134
2017,4,Jung,89,0,132
2017,5,Jung,111,0,142
2017,6,Jung,108,2,151
2017,7,Jung,109,0,141
2017,8,Jung,96,0,140
2017,9,Jung,101,1,131
2017,10,Jung,105,0,129
2017,11,Jung,124,0,167
2017,12,Jung,100,0,137
2017,1,Yongsan,109,0,169
2017,2,Yongsan,89,0,122
2017,3,Yongsan,89,0,135
2017,4,Yongsan,111,0,153
2017,5,Yongsan,117,1,161
2017,6,Yongsan,103,4,135
2017,7,Yongsan,101,2,157
2017,8,Yongsan,112,0,155
2017,9,Yongsan,134,1,189
2017,10,Yongsan,150,1,216
2017,11,Yongsan,102,2,157
2017,12,Yongsan,120,1,200
2017,1,Seongdong,83,2,117
2017,2,Seongdong,75,1,121
2017,3,Seongdong,80,2,102
2017,4,Seongdong,101,0,141
2017,5,Seongdong,83,2,110
2017,6,Seongdong,98,0,141
2017,7,Seongdong,102,1,140
2017,8,Seongdong,84,2,115
2017,9,Seongdong,104,2,145
2017,10,Seongdong,87,0,113
2017,11,Seongdong,92,2,127
2017,12,Seongdong,87,1,129
2017,1,Gwangjin,73,3,105
2017,2,Gwangjin,78,1,101
2017,3,Gwangjin,89,1,112
2017,4,Gwangjin,83,3,106
2017,5,Gwangjin,101,2,125
2017,6,Gwangjin,101,2,137
2017,7,Gwangjin,80,0,95
2017,8,Gwangjin,86,1,129
2017,9,Gwangjin,87,0,110
2017,10,Gwangjin,99,2,133
2017,11,Gwangjin,89,0,127
2017,12,Gwangjin,98,1,161
2017,1,Dongdaemun,156,1,218
2017,2,Dongdaemun,127,3,160
2017,3,Dongdaemun,144,1,181
2017,4,Dongdaemun,144,0,165
2017,5,Dongdaemun,118,0,145
2017,6,Dongdaemun,142,0,166
2017,7,Dongdaemun,154,1,205
2017,8,Dongdaemun,149,7,172
2017,9,Dongdaemun,147,1,182
2017,10,Dongdaemun,143,5,179
2017,11,Dongdaemun,144,2,173
2017,12,Dongdaemun,150,4,193
2017,1,Jungnang,127,1,179
2017,2,Jungnang,113,1,175
2017,3,Jungnang,129,0,171
2017,4,Jungnang,120,0,169
2017,5,Jungnang,173,1,233
2017,6,Jungnang,145,0,184
2017,7,Jungnang,136,0,185
2017,8,Jungnang,132,0,174
2017,9,Jungnang,153,1,190
2017,10,Jungnang,144,0,207
2017,11,Jungnang,140,1,193
2017,12,Jungnang,127,1,168
2017,1,Seongbuk,127,1,184
2017,2,Seongbuk,100,1,116
2017,3,Seongbuk,109,0,151
2017,4,Seongbuk,134,1,186
2017,5,Seongbuk,131,3,175
2017,6,Seongbuk,136,0,180
2017,7,Seongbuk,131,1,178
2017,8,Seongbuk,124,2,157
2017,9,Seongbuk,148,3,182
2017,10,Seongbuk,113,2,142
2017,11,Seongbuk,173,2,240
2017,12,Seongbuk,131,1,177
2017,1,Gangbuk,90,0,126
2017,2,Gangbuk,77,1,109
2017,3,Gangbuk,111,2,138
2017,4,Gangbuk,88,1,108
2017,5,Gangbuk,90,1,128
2017,6,Gangbuk,97,0,129
2017,7,Gangbuk,103,0,125
2017,8,Gangbuk,104,0,145
2017,9,Gangbuk,107,0,143
2017,10,Gangbuk,139,3,167
2017,11,Gangbuk,109,0,136
2017,12,Gangbuk,87,1,113
2017,1,Dobong,72,0,107
2017,2,Dobong,70,2,95
2017,3,Dobong,62,1,84
2017,4,Dobong,83,1,104
2017,5,Dobong,81,1,92
2017,6,Dobong,66,1,87
2017,7,Dobong,94,2,129
2017,8,Dobong,81,0,101
2017,9,Dobong,88,0,119
2017,10,Dobong,73,1,98
2017,11,Dobong,108,0,128
2017,12,Dobong,66,0,95
2017,1,Nowon,132,0,189
2017,2,Nowon,100,1,122
2017,3,Nowon,121,0,164
2017,4,Nowon,121,1,176
2017,5,Nowon,134,0,178
2017,6,Nowon,107,0,135
2017,7,Nowon,118,2,160
2017,8,Nowon,143,2,190
2017,9,Nowon,158,1,219
2017,10,Nowon,132,1,192
2017,11,Nowon,116,2,165
2017,12,Nowon,117,1,165
2017,1,Eunpyeong,74,1,125
2017,2,Eunpyeong,64,1,92
2017,3,Eunpyeong,88,0,113
2017,4,Eunpyeong,89,0,141
2017,5,Eunpyeong,95,1,128
2017,6,Eunpyeong,74,0,108
2017,7,Eunpyeong,104,3,125
2017,8,Eunpyeong,89,0,115
2017,9,Eunpyeong,94,0,114
2017,10,Eunpyeong,94,2,157
2017,11,Eunpyeong,116,2,163
2017,12,Eunpyeong,86,2,108
2017,1,Seodaemun,90,1,130
2017,2,Seodaemun,72,0,91
2017,3,Seodaemun,86,2,112
2017,4,Seodaemun,93,0,122
2017,5,Seodaemun,102,0,143
2017,6,Seodaemun,91,1,124
2017,7,Seodaemun,85,1,133
2017,8,Seodaemun,92,0,124
2017,9,Seodaemun,96,0,120
2017,10,Seodaemun,80,3,143
2017,11,Seodaemun,72,0,95
2017,12,Seodaemun,73,0,93
2017,1,Mapo,170,1,260
2017,2,Mapo,155,0,247
2017,3,Mapo,141,3,198
2017,4,Mapo,138,1,208
2017,5,Mapo,165,1,257
2017,6,Mapo,163,1,241
2017,7,Mapo,176,0,274
2017,8,Mapo,168,0,235
2017,9,Mapo,141,0,226
2017,10,Mapo,152,1,219
2017,11,Mapo,136,0,205
2017,12,Mapo,154,0,223
2017,1,Yangcheon,119,2,167
2017,2,Yangcheon,83,2,106
2017,3,Yangcheon,111,0,151
2017,4,Yangcheon,109,0,122
2017,5,Yangcheon,117,4,154
2017,6,Yangcheon,104,0,145
2017,7,Yangcheon,124,2,168
2017,8,Yangcheon,109,1,146
2017,9,Yangcheon,116,0,153
2017,10,Yangcheon,110,2,145
2017,11,Yangcheon,122,0,167
2017,12,Yangcheon,119,0,165
2017,1,Gangseo,155,1,237
2017,2,Gangseo,112,1,154
2017,3,Gangseo,140,1,174
2017,4,Gangseo,146,0,201
2017,5,Gangseo,121,0,156
2017,6,Gangseo,147,3,183
2017,7,Gangseo,136,1,192
2017,8,Gangseo,129,2,189
2017,9,Gangseo,128,2,166
2017,10,Gangseo,137,0,195
2017,11,Gangseo,114,0,159
2017,12,Gangseo,119,1,149
2017,1,Guro,119,0,173
2017,2,Guro,91,0,134
2017,3,Guro,103,0,150
2017,4,Guro,111,0,144
2017,5,Guro,118,2,160
2017,6,Guro,111,1,145
2017,7,Guro,127,1,174
2017,8,Guro,111,1,151
2017,9,Guro,157,2,218
2017,10,Guro,134,1,172
2017,11,Guro,137,3,177
2017,12,Guro,114,1,162
2017,1,Geumcheon,62,2,103
2017,2,Geumcheon,63,0,102
2017,3,Geumcheon,60,1,75
2017,4,Geumcheon,68,0,103
2017,5,Geumcheon,65,0,93
2017,6,Geumcheon,72,1,95
2017,7,Geumcheon,64,0,90
2017,8,Geumcheon,71,1,111
2017,9,Geumcheon,83,1,125
2017,10,Geumcheon,73,0,117
2017,11,Geumcheon,73,0,119
2017,12,Geumcheon,70,0,95
2017,1,Yeongdeungpo,175,3,269
2017,2,Yeongdeungpo,186,0,283
2017,3,Yeongdeungpo,197,2,285
2017,4,Yeongdeungpo,185,4,248
2017,5,Yeongdeungpo,209,0,354
2017,6,Yeongdeungpo,195,3,264
2017,7,Yeongdeungpo,181,2,255
2017,8,Yeongdeungpo,217,1,309
2017,9,Yeongdeungpo,214,3,312
2017,10,Yeongdeungpo,197,1,284
2017,11,Yeongdeungpo,237,3,332
2017,12,Yeongdeungpo,193,0,324
2017,1,Dongjak,126,2,196
2017,2,Dongjak,121,2,177
2017,3,Dongjak,111,0,164
2017,4,Dongjak,114,1,163
2017,5,Dongjak,93,3,143
2017,6,Dongjak,114,2,194
2017,7,Dongjak,116,0,162
2017,8,Dongjak,123,1,182
2017,9,Dongjak,119,1,174
2017,10,Dongjak,108,3,145
2017,11,Dongjak,127,2,167
2017,12,Dongjak,137,3,176
2017,1,Gwanak,105,3,136
2017,2,Gwanak,92,1,123
2017,3,Gwanak,115,2,157
2017,4,Gwanak,101,0,131
2017,5,Gwanak,108,0,151
2017,6,Gwanak,103,0,141
2017,7,Gwanak,116,0,149
2017,8,Gwanak,121,0,163
2017,9,Gwanak,106,1,130
2017,10,Gwanak,93,0,133
2017,11,Gwanak,115,1,144
2017,12,Gwanak,76,3,101
2017,1,Seocho,193,2,301
2017,2,Seocho,158,2,232
2017,3,Seocho,166,1,256
2017,4,Seocho,215,3,319
2017,5,Seocho,208,0,294
2017,6,Seocho,185,2,251
2017,7,Seocho,213,6,336
2017,8,Seocho,214,0,313
2017,9,Seocho,187,2,283
2017,10,Seocho,212,1,346
2017,11,Seocho,190,0,285
2017,12,Seocho,220,2,332
2017,1,Gangnam,302,2,464
2017,2,Gangnam,256,1,366
2017,3,Gangnam,296,3,433
2017,4,Gangnam,275,1,388
2017,5,Gangnam,281,1,405
2017,6,Gangnam,299,2,423
2017,7,Gangnam,296,0,423
2017,8,Gangnam,287,1,401
2017,9,Gangnam,282,5,390
2017,10,Gangnam,270,2,387
2017,11,Gangnam,302,1,410
2017,12,Gangnam,323,0,469
2017,1,Songpa,208,3,307
2017,2,Songpa,155,2,222
2017,3,Songpa,226,1,312
2017,4,Songpa,243,1,340
2017,5,Songpa,222,2,290
2017,6,Songpa,238,2,315
2017,7,Songpa,225,2,315
2017,8,Songpa,268,0,392
2017,9,Songpa,295,4,404
2017,10,Songpa,230,0,304
2017,11,Songpa,246,3,325
2017,12,Songpa,202,3,279
2017,1,Gangdong,105,0,138
2017,2,Gangdong,117,1,190
2017,3,Gangdong,115,4,149
2017,4,Gangdong,98,3,136
2017,5,Gangdong,125,2,176
2017,6,Gangdong,134,2,195
2017,7,Gangdong,90,2,125
2017,8,Gangdong,117,2,151
2017,9,Gangdong,131,1,172
2017,10,Gangdong,143,0,178
2017,11,Gangdong,94,0,124
2017,12,Gangdong,102,2,139